customer_id,aml_risk_score,raw_anomaly_score,is_alerted,risk_level
SYNID0200017800,100.0,-0.17918732967920126,1,High
SYNID0200837172,95.64597655069127,-0.16413109447141716,1,High
SYNID0200567030,89.4478231776189,-0.14269784861838575,1,High
SYNID0200881262,88.5214799208772,-0.13949454893040125,1,High
SYNID0200263267,84.5644107641408,-0.12581098368300925,1,High
SYNID0200850567,84.53893906902435,-0.12572290243189077,1,High
SYNID0200159270,84.23903617730892,-0.12468583670871947,1,High
SYNID0200345105,83.67512467967018,-0.12273582788500248,1,High
SYNID0200161910,83.37218001837232,-0.1216882437071618,1,High
SYNID0200170423,83.14331254939789,-0.12089681883671555,1,High
SYNID0200834607,82.67779132465239,-0.11928704407652291,1,High
SYNID0200639063,82.59173700461008,-0.11898946780062836,1,High
SYNID0200170062,80.73608397957094,-0.11257261021262865,1,High
SYNID0200341758,80.69113949976807,-0.11241719197313549,1,High
SYNID0200151421,80.58813450549378,-0.11206100017963094,1,High
SYNID0200642224,80.14471765432137,-0.11052766245555257,1,High
SYNID0200917657,79.80058709511658,-0.10933765723350997,1,High
SYNID0200629332,79.52542017624675,-0.10838612863010677,1,High
SYNID0200485667,79.23463627650374,-0.10738059642750397,1,High
SYNID0200950196,79.12321924508106,-0.10699531576680399,1,High
SYNID0200895231,78.78883271587723,-0.10583900545000802,1,High
SYNID0200021203,78.45644204355719,-0.10468959681645584,1,High
SYNID0200268393,77.99792703544762,-0.10310404958898445,1,High
SYNID0200763817,77.94031617231398,-0.10290483093158354,1,High
SYNID0200333781,77.79355193312882,-0.10239731944686381,1,High
SYNID0200388599,77.62665923128364,-0.10182020363600552,1,High
SYNID0200242911,77.54310624359448,-0.1015312769800959,1,High
SYNID0200791566,75.61544166534341,-0.0948654030752436,1,High
SYNID0200354860,75.54762607438792,-0.0946308964171908,1,High
SYNID0200528685,74.75894828058175,-0.09190364459942968,1,High
SYNID0200935707,74.70461365213058,-0.09171575517820518,1,High
SYNID0200890307,74.62186912575997,-0.09142962418564238,1,High
SYNID0200931678,74.55544884420725,-0.09119994251459307,1,High
SYNID0200332806,74.35741148813887,-0.09051512833120445,1,High
SYNID0200873255,73.8154104946808,-0.08864088614225785,1,High
SYNID0200324957,73.79344465429809,-0.0885649281546197,1,High
SYNID0200494373,73.73952656021069,-0.08837847911134133,1,High
SYNID0200908516,73.54875434115425,-0.08771878780864961,1,High
SYNID0200045450,73.30928094103673,-0.08689068757442842,1,High
SYNID0200999280,72.97949343843072,-0.08575028071497248,1,High
SYNID0200381116,72.79381646827687,-0.08510820880887171,1,High
SYNID0200483480,72.78662693749195,-0.08508334737489187,1,High
SYNID0200640961,72.65656771675626,-0.08463360192883818,1,High
SYNID0200850667,72.34350400275632,-0.08355102601534514,1,High
SYNID0200855353,72.21181346570208,-0.0830956394691742,1,High
SYNID0200301183,71.79244132361815,-0.08164544847127997,1,High
SYNID0200117193,71.76737705052106,-0.08155877608757434,1,High
SYNID0200760091,71.49240214935308,-0.08060791148235968,1,High
SYNID0200885600,71.46634475288464,-0.08051780487299043,1,High
SYNID0200071039,71.39590329736802,-0.0802742179619449,1,High
SYNID0200384611,71.13189689992237,-0.07936128249832619,1,High
SYNID0200868532,71.02894893520204,-0.07900528791330896,1,High
SYNID0200287638,70.83318934351378,-0.07832835025071871,1,High
SYNID0200111411,70.77870084668405,-0.07813992875185949,1,High
SYNID0200538437,70.18897310805147,-0.07610064723562959,1,High
SYNID0200407141,70.18619188720737,-0.07609102975982107,1,High
SYNID0200262669,69.90183454949968,-0.07510772064138582,1,High
SYNID0200588351,69.47941610963542,-0.07364699553029086,1,High
SYNID0200550469,69.4195659321671,-0.073440033312544,1,High
SYNID0200483286,69.16274995467734,-0.07255196235766281,1,High
SYNID0200492345,69.01347930889274,-0.07203578370618868,1,High
SYNID0200761285,68.9960189841153,-0.07197540581440331,1,High
SYNID0200334412,68.98766412447787,-0.07194651466733126,1,High
SYNID0200100125,68.87728704285158,-0.0715648301583105,1,High
SYNID0200757363,68.70665779853535,-0.07097479336460433,1,High
SYNID0200242699,68.55944781102949,-0.07046574047992704,1,High
SYNID0200394255,68.51310625891671,-0.07030549115728857,1,High
SYNID0200131696,68.12390648204881,-0.0689596363515983,1,High
SYNID0200715481,67.97502284047123,-0.0684447959626382,1,High
SYNID0200900513,67.56850258116668,-0.06703904684068751,1,High
SYNID0200308227,67.42229578099781,-0.06653346298291807,1,High
SYNID0200101124,67.34110600391742,-0.06625270832129948,1,High
SYNID0200711988,67.13154971942221,-0.06552806162489044,1,High
SYNID0200389404,67.11070604652541,-0.06545598409811959,1,High
SYNID0200821735,67.07431125243866,-0.06533013071526839,1,High
SYNID0200068503,67.04428513971898,-0.06522630026493981,1,High
SYNID0200483554,66.99562370359192,-0.06505802877159406,1,High
SYNID0200265491,66.94404121984437,-0.06487965628073666,1,High
SYNID0200981131,66.87523807019932,-0.06464173463971823,1,High
SYNID0200039691,66.76054879919926,-0.06424513855793546,1,High
SYNID0200950065,66.62270635832648,-0.063768478697106,1,High
SYNID0200254629,66.58827281201128,-0.0636494073190127,1,High
