customer_id,risk_score,predicted_label,risk_level
SYNID0200017800,1.0,1,Extremely High
SYNID0200837172,0.9564597655069127,1,Extremely High
SYNID0200567030,0.894478231776189,1,Extremely High
SYNID0200881262,0.8852147992087719,1,Extremely High
SYNID0200263267,0.8456441076414081,1,Extremely High
SYNID0200850567,0.8453893906902435,1,Extremely High
SYNID0200159270,0.8423903617730892,1,Extremely High
SYNID0200345105,0.8367512467967018,1,Extremely High
SYNID0200161910,0.8337218001837231,1,Extremely High
SYNID0200170423,0.8314331254939789,1,Extremely High
SYNID0200834607,0.8267779132465238,1,Extremely High
SYNID0200639063,0.8259173700461008,1,Extremely High
SYNID0200170062,0.8073608397957094,1,Extremely High
SYNID0200341758,0.8069113949976807,1,Extremely High
SYNID0200151421,0.8058813450549378,1,Extremely High
SYNID0200642224,0.8014471765432136,1,Extremely High
SYNID0200917657,0.7980058709511659,1,Extremely High
SYNID0200629332,0.7952542017624675,1,Extremely High
SYNID0200485667,0.7923463627650373,1,Extremely High
SYNID0200950196,0.7912321924508106,1,Extremely High
SYNID0200895231,0.7878883271587723,1,Extremely High
SYNID0200021203,0.784564420435572,1,Extremely High
SYNID0200268393,0.7799792703544761,1,Extremely High
SYNID0200763817,0.7794031617231398,1,Extremely High
SYNID0200333781,0.7779355193312882,1,Extremely High
SYNID0200388599,0.7762665923128362,1,Extremely High
SYNID0200242911,0.7754310624359448,1,Extremely High
SYNID0200791566,0.7561544166534342,1,Extremely High
SYNID0200354860,0.7554762607438791,1,Extremely High
SYNID0200528685,0.7475894828058175,1,Extremely High
SYNID0200935707,0.7470461365213057,1,Extremely High
SYNID0200890307,0.7462186912575997,1,Extremely High
SYNID0200931678,0.7455544884420724,1,Extremely High
SYNID0200332806,0.7435741148813886,1,Extremely High
SYNID0200873255,0.738154104946808,1,Extremely High
SYNID0200324957,0.7379344465429809,1,Extremely High
SYNID0200494373,0.737395265602107,1,Extremely High
SYNID0200908516,0.7354875434115424,1,Extremely High
SYNID0200045450,0.7330928094103673,1,Extremely High
SYNID0200999280,0.7297949343843073,1,Extremely High
SYNID0200381116,0.7279381646827687,1,Extremely High
SYNID0200483480,0.7278662693749194,1,Extremely High
SYNID0200640961,0.7265656771675625,1,Extremely High
SYNID0200850667,0.7234350400275631,1,Extremely High
SYNID0200855353,0.7221181346570207,1,Extremely High
SYNID0200301183,0.7179244132361815,1,Extremely High
SYNID0200117193,0.7176737705052106,1,Extremely High
SYNID0200760091,0.7149240214935308,1,Extremely High
SYNID0200885600,0.7146634475288464,1,Extremely High
SYNID0200071039,0.7139590329736801,1,Extremely High
SYNID0200384611,0.7113189689992236,1,Extremely High
SYNID0200868532,0.7102894893520204,1,Extremely High
SYNID0200287638,0.7083318934351378,1,Extremely High
SYNID0200111411,0.7077870084668405,1,Extremely High
SYNID0200538437,0.7018897310805147,1,Extremely High
SYNID0200407141,0.7018619188720737,1,Extremely High
SYNID0200262669,0.6990183454949969,1,Extremely High
SYNID0200588351,0.6947941610963542,1,Extremely High
SYNID0200550469,0.6941956593216709,1,Extremely High
SYNID0200483286,0.6916274995467735,1,Extremely High
SYNID0200492345,0.6901347930889273,1,Extremely High
SYNID0200761285,0.689960189841153,1,Extremely High
SYNID0200334412,0.6898766412447788,1,Extremely High
SYNID0200100125,0.6887728704285158,1,Extremely High
SYNID0200757363,0.6870665779853535,1,Extremely High
SYNID0200242699,0.685594478110295,1,Extremely High
SYNID0200394255,0.6851310625891671,1,Extremely High
SYNID0200131696,0.681239064820488,1,Extremely High
SYNID0200715481,0.6797502284047122,1,Extremely High
SYNID0200900513,0.6756850258116669,1,Extremely High
SYNID0200308227,0.6742229578099781,1,Extremely High
SYNID0200101124,0.6734110600391741,1,Extremely High
SYNID0200711988,0.6713154971942221,1,Extremely High
SYNID0200389404,0.671107060465254,1,Extremely High
SYNID0200821735,0.6707431125243866,1,Extremely High
SYNID0200068503,0.6704428513971897,1,Extremely High
SYNID0200483554,0.6699562370359191,1,Extremely High
SYNID0200265491,0.6694404121984436,1,High
SYNID0200981131,0.6687523807019932,1,High
SYNID0200039691,0.6676054879919926,1,High
SYNID0200950065,0.6662270635832648,1,High
SYNID0200254629,0.6658827281201127,1,High
SYNID0200460216,0.6657593470564891,1,High
SYNID0200107278,0.6643148431516317,1,High
SYNID0200681268,0.664167316546187,1,High
SYNID0200639789,0.6639004519900895,1,High
SYNID0200475297,0.6620528273989756,1,High
SYNID0200411562,0.6609341294622195,1,High
SYNID0200155033,0.6598799059625075,1,High
SYNID0200215003,0.6588594934037836,1,High
SYNID0200684443,0.6586276773650224,1,High
SYNID0200284936,0.658178371982124,1,High
SYNID0200870113,0.6576534559856528,1,High
SYNID0200428876,0.6553056157496963,1,High
SYNID0200537980,0.6550000955729349,1,High
SYNID0200855360,0.6516667353308874,1,High
