,customer_id,anomaly_score,avg_path_length,risk_score,is_anomaly
21394,SYNID0104038735,-0.19802661348821715,5.313409992658701,100.0,1
23092,SYNID0104361414,-0.17844889611433967,5.73387478906069,95.87093857631349,1
13800,SYNID0102610850,-0.1763559867019303,5.77953951018615,95.4225004667832,1
26007,SYNID0104884444,-0.17425910346449713,5.82543286285046,94.9718171427299,1
16326,SYNID0103075071,-0.17382492824540274,5.834953255690447,94.87832468592896,1
12231,SYNID0102308024,-0.1707949430959529,5.901564645681732,94.22418544967243,1
2564,SYNID0100493092,-0.17021427174293036,5.914364512542912,94.0984878004588,1
22775,SYNID0104304053,-0.1695437259993482,5.929159304905647,93.95319952201274,1
24682,SYNID0104647652,-0.16340118847944962,6.065380747902931,92.61547348603504,1
45578,SYNID0108548082,-0.16213304974332354,6.093660964896937,92.33775522271628,1
20642,SYNID0103893826,-0.15992871945607112,6.142947933761144,91.85374580368976,1
8432,SYNID0101605807,-0.15945734042566406,6.153508936917074,91.75003431321603,1
2290,SYNID0100445431,-0.1528668747168932,6.301960713561469,90.29220357574316,1
38925,SYNID0107300785,-0.1505588443838829,6.354304178299785,89.77817866121394,1
16296,SYNID0103066725,-0.14759531476242094,6.42178658209122,89.11548586824476,1
6878,SYNID0101303014,-0.1461124519821233,6.455668794105589,88.78275471982315,1
20782,SYNID0103917367,-0.14589882598947335,6.460556381988289,88.73475747783277,1
27128,SYNID0105103129,-0.1455724950365166,6.468025688787531,88.66140715973161,1
38760,SYNID0107269072,-0.14540645231297367,6.471827648206637,88.62407104002268,1
34472,SYNID0106479004,-0.14489665750325187,6.483506777720837,88.50937929043512,1
16491,SYNID0103107929,-0.14467464149486453,6.48859593323314,88.45940260776202,1
3236,SYNID0100614958,-0.14328676566420173,6.520449254167378,88.14659563840014,1
18582,SYNID0103498635,-0.14229834450624268,6.543176566035738,87.92340818607886,1
41329,SYNID0107751959,-0.1418140099530999,6.554325907998542,87.81391907262147,1
38129,SYNID0107153762,-0.14132293915940797,6.565638910986658,87.70282277009149,1
13960,SYNID0102635841,-0.14130031411782717,6.566160342246083,87.69770219467871,1
26267,SYNID0104939457,-0.1398397640119471,6.599860102988695,87.36676275989008,1
1253,SYNID0100240421,-0.13759653817358053,6.651768901610099,86.85700636703233,1
46523,SYNID0108730304,-0.13649312531760982,6.677369194982224,86.60560557271508,1
33237,SYNID0106235216,-0.13638577610679647,6.679862173611022,86.58112394672801,1
2343,SYNID0100455310,-0.1357800835984192,6.6939361003076066,86.44291473563605,1
3984,SYNID0100749403,-0.13476131025901017,6.717638680898049,86.21014991918696,1
33619,SYNID0106313172,-0.13459094786110548,6.72160601132719,86.1711898179605,1
16498,SYNID0103108574,-0.1345841097706264,6.7217652762372575,86.1696257997551,1
51808,SYNID0109751577,-0.13331595007807484,6.751331499645827,85.87927865639114,1
40356,SYNID0107563350,-0.1326594277324047,6.766661108677767,85.72873835471636,1
45504,SYNID0108535242,-0.13187904056784527,6.78490363214988,85.54959256038597,1
18901,SYNID0103559891,-0.13154093377269915,6.792814296489081,85.47190800929339,1
14834,SYNID0102801381,-0.1311175425656368,6.802726329471544,85.3745695558285,1
7289,SYNID0101383931,-0.13098977192490935,6.805718880583669,85.34518201265908,1
49713,SYNID0109337452,-0.1307945057419343,6.810293434125241,85.30025884020628,1
25322,SYNID0104760193,-0.13038340007204252,6.819929148419774,85.20563390008363,1
33029,SYNID0106198799,-0.1291455563378867,6.848980382954602,84.92034406641693,1
45557,SYNID0108543336,-0.12910795183008406,6.849863825977519,84.91166845186568,1
47766,SYNID0108969650,-0.1284654755411877,6.8649656907226255,84.76336465169419,1
20392,SYNID0103849607,-0.12826187382258558,6.869754716373979,84.71633531358252,1
32745,SYNID0106145423,-0.12804416986314182,6.874877165683431,84.66603167813088,1
13929,SYNID0102632025,-0.1274416098196104,6.889064321918156,84.52671052681953,1
24599,SYNID0104632267,-0.126967505096221,6.900236603888907,84.41699613718518,1
7804,SYNID0101485997,-0.1267297244412433,6.905843088629043,84.36193916199707,1
11805,SYNID0102224891,-0.12644416645294054,6.912578897718283,84.2957919608385,1
49876,SYNID0109374596,-0.12586649000643857,6.926214659374345,84.16188563165606,1
35213,SYNID0106617330,-0.12508992593213863,6.944564908236535,83.98168194911167,1
31857,SYNID0105981755,-0.12441061796239361,6.960635693179532,83.82386312878634,1
1701,SYNID0100327876,-0.12402261302164097,6.969822799362255,83.7336436239455,1
9739,SYNID0101849193,-0.12394676226944956,6.971619446338231,83.71600013563454,1
9671,SYNID0101839663,-0.12237940556548843,7.008793776138914,83.35093963010615,1
26136,SYNID0104910566,-0.12237907089514122,7.008801723792481,83.3508615823123,1
9631,SYNID0101831955,-0.12215911441931959,7.014026110517923,83.29955689788918,1
47585,SYNID0108935046,-0.12166325689262847,7.025810452993655,83.18383193271626,1
13765,SYNID0102604587,-0.12113027502299234,7.0384875631649075,83.05933978255324,1
45036,SYNID0108440378,-0.12068607699632583,7.049061240550955,82.95550382821213,1
15881,SYNID0102991331,-0.12044554219543147,7.054790082904185,82.89924527300009,1
15602,SYNID0102944916,-0.11939021893805579,7.079951102836623,82.6521582453282,1
41358,SYNID0107759676,-0.11867133300700727,7.097115343005556,82.48360144210733,1
