customer_id,anomaly_score,risk_score,is_anomaly,risk_category
SYNID0108297552,-0.7077530472383058,100.0,1,Critical
SYNID0107153762,-0.6997517315104765,97.79074379563134,1,Critical
SYNID0100068815,-0.6948076064853768,96.42561345226974,1,Critical
SYNID0104884444,-0.694260809953662,96.2746365790517,1,Critical
SYNID0103491795,-0.6816479544189451,92.79208067290715,1,Critical
SYNID0106406171,-0.6814333163794576,92.73281661727415,1,Critical
SYNID0107224735,-0.6760530513101476,91.24726294212304,1,Critical
SYNID0108931521,-0.6750816064225297,90.97903572572818,1,Critical
SYNID0101485997,-0.6738410189611668,90.63649511874459,1,Critical
SYNID0105285853,-0.6737045980521136,90.59882772128354,1,Critical
SYNID0103534436,-0.6726929022123319,90.3194867494984,1,Critical
SYNID0102006502,-0.6723937141205688,90.23687744241883,1,Critical
SYNID0109861268,-0.6712096284947743,89.9099376484807,1,Critical
SYNID0100798047,-0.6711050389342554,89.88105925605772,1,Critical
SYNID0104038735,-0.6698928939110342,89.54637193659201,1,Critical
SYNID0108543336,-0.6696618110278533,89.4825672686153,1,Critical
SYNID0106084824,-0.6676241200556831,88.91993712427599,1,Critical
SYNID0104896123,-0.6653959837399556,88.30472280863798,1,Critical
SYNID0104647652,-0.664940043785269,88.17883249159833,1,Critical
SYNID0105758260,-0.6641695330238644,87.96608552121626,1,Critical
SYNID0108922938,-0.6633098748743544,87.72872392156891,1,Critical
SYNID0105646768,-0.6625549007861867,87.5202668071195,1,Critical
SYNID0104039607,-0.6613322913078454,87.18269013005488,1,Critical
SYNID0107438729,-0.6612928777915027,87.17180760042125,1,Critical
SYNID0103358263,-0.6605689959808683,86.97193542492248,1,Critical
SYNID0104649513,-0.6582686944979373,86.33679546845156,1,Critical
SYNID0104377094,-0.656438630154751,85.8314934478706,1,Critical
SYNID0101352392,-0.6551945385420197,85.48798530399495,1,Critical
SYNID0100473430,-0.6550104648363952,85.4371604159334,1,Critical
SYNID0107710538,-0.6548427972515103,85.39086544835823,1,Critical
SYNID0108767179,-0.654752235120173,85.36586019205497,1,Critical
SYNID0101089182,-0.6541208971549792,85.19154044714018,1,Critical
SYNID0106333361,-0.653154170277845,84.92461592823756,1,Critical
SYNID0101335057,-0.652909366900379,84.857022872431,1,Critical
SYNID0105741656,-0.6511412620402313,84.36882858475032,1,Critical
SYNID0101452404,-0.6462697121956675,83.02373709166491,1,Critical
SYNID0100404804,-0.6459391609816915,82.93246806227287,1,Critical
SYNID0102386693,-0.6453411240158899,82.76734311006739,1,Critical
SYNID0106807286,-0.6444139547883695,82.51134091766859,1,Critical
SYNID0108789365,-0.6441069109759647,82.42656255487897,1,Critical
SYNID0102641079,-0.6433473105880025,82.21682806532377,1,Critical
SYNID0105411519,-0.6428934085156534,82.0915004312666,1,Critical
SYNID0108752424,-0.6418614028730042,81.80655168701992,1,Critical
SYNID0102109558,-0.6415565668179106,81.72238291166609,1,Critical
SYNID0106046535,-0.6409208257741541,81.54684742562023,1,Critical
SYNID0107300785,-0.640288487870908,81.37225158619533,1,Critical
SYNID0101742526,-0.6402779446817638,81.36934048921792,1,Critical
SYNID0109878232,-0.6399910934663445,81.2901375369845,1,Critical
SYNID0100340845,-0.639215066141429,81.07586737934452,1,Critical
SYNID0101274663,-0.6389700709844446,81.00822137098548,1,Critical
SYNID0108774043,-0.6386762839367028,80.92710335489106,1,Critical
SYNID0104361414,-0.6383976608512928,80.85017228491947,1,Critical
SYNID0104184688,-0.6375334799940046,80.6115619131252,1,Critical
SYNID0103568592,-0.6370419396830903,80.4758419242479,1,Critical
SYNID0105010678,-0.6368989192455726,80.43635232032709,1,Critical
SYNID0105143080,-0.6368646035906301,80.42687736943557,1,Critical
SYNID0109748867,-0.6362294198499268,80.25149576123552,1,Critical
SYNID0105065131,-0.6360819515152722,80.21077804125476,1,Critical
SYNID0100844820,-0.6359167129629809,80.16515375779088,1,Critical
SYNID0102138330,-0.6352421457187524,79.97889790684471,1,Critical
SYNID0107269072,-0.6350525692640555,79.92655364585217,1,Critical
SYNID0108748502,-0.6345915307414096,79.7992555549812,1,Critical
SYNID0100470104,-0.6345177291303384,79.7788780729898,1,Critical
SYNID0101094714,-0.6341991106543683,79.69090381115494,1,Critical
SYNID0103404416,-0.6339049011769083,79.60966915730897,1,Critical
SYNID0108471787,-0.633813593212973,79.58445796796285,1,Critical
SYNID0106364054,-0.6334356103477607,79.48009250876582,1,Critical
SYNID0102944916,-0.6330857504616483,79.38349213073484,1,Critical
SYNID0106145423,-0.6327595913107715,79.29343580097648,1,Critical
SYNID0104150009,-0.6324255505014106,79.2012032537685,1,Critical
SYNID0104635864,-0.6319942165500573,79.08210694003752,1,Critical
SYNID0105868876,-0.6319204930044587,79.0617510128298,1,Critical
SYNID0104523924,-0.6314881133373901,78.94236596484427,1,Critical
SYNID0109838009,-0.6304492862205333,78.65553373234032,1,Critical
SYNID0104723093,-0.630438171656608,78.65246487214955,1,Critical
SYNID0101820104,-0.6301059266047934,78.56072815445708,1,Critical
SYNID0107888521,-0.6298599149456222,78.49280147803803,1,Critical
SYNID0105765916,-0.629754637106638,78.4637330439367,1,Critical
SYNID0109071872,-0.6290295127133302,78.26351777692973,1,Critical
SYNID0100096758,-0.6280929537181205,78.00492296061373,1,Critical
SYNID0105351153,-0.6268643286398727,77.66568530654628,1,Critical
SYNID0101285831,-0.6268552135386748,77.66316852123747,1,Critical
SYNID0108548082,-0.6265686047485152,77.58403250543391,1,Critical
SYNID0101045323,-0.626194555240059,77.48075309172152,1,Critical
SYNID0105669514,-0.6259323962119937,77.40836793920592,1,Critical
SYNID0102843736,-0.6254017572837073,77.2618523679582,1,Critical
SYNID0108816879,-0.625359501539461,77.25018506618909,1,Critical
SYNID0106194615,-0.6252722359307112,77.22609001805998,1,Critical
SYNID0100173756,-0.6242060871645387,76.93171396085049,1,Critical
SYNID0105814242,-0.6241616519355424,76.91944487802812,1,Critical
SYNID0100565450,-0.62369790074136,76.7913977870394,1,Critical
SYNID0103003176,-0.6235638483117709,76.75438435426729,1,Critical
SYNID0106096734,-0.6234103875857598,76.71201206543388,1,Critical
SYNID0107548364,-0.6233025631893399,76.68224049724734,1,Critical
SYNID0105419087,-0.6232338854719142,76.66327778180332,1,Critical
SYNID0109942850,-0.6227293940427651,76.5239818387596,1,Critical
SYNID0101765420,-0.6226693255920295,76.50739624184173,1,Critical
SYNID0107153551,-0.6223886123199247,76.42988804704707,1,Critical
SYNID0105890772,-0.621999053006771,76.32232619611787,1,Critical
SYNID0106416221,-0.621687197145183,76.2362191706588,1,Critical
SYNID0102626946,-0.6214948335442273,76.18310534621267,1,Critical
SYNID0109876397,-0.6202287563969866,75.83352674090625,1,Critical
SYNID0104815928,-0.6198481146680308,75.72842713854806,1,Critical
SYNID0104955153,-0.6198037998491454,75.71619130235581,1,Critical
SYNID0103438285,-0.619705204536468,75.68896799138254,1,Critical
SYNID0104960761,-0.6196741155127439,75.68038395084638,1,Critical
SYNID0104689103,-0.6191632253690927,75.53932124841027,1,Critical
SYNID0105585376,-0.6189695841402882,75.48585465607597,1,Critical
SYNID0101047302,-0.6187269400395614,75.41885780165617,1,Critical
SYNID0100245693,-0.6183879415283398,75.32525637538282,1,Critical
SYNID0101925359,-0.6183575294615046,75.31685925050627,1,Critical
SYNID0105767050,-0.6180740829411874,75.23859637413463,1,Critical
SYNID0104037098,-0.6176017727496146,75.10818604455729,1,Critical
SYNID0100240421,-0.6173586252890622,75.04105020664332,1,Critical
